Es	PPER.3.Nom.Sg.Neut	es
lebte	VVFIN.3.Sg.Past.Ind	leben
einmal	ADV	einmal
eine	ART.Nom.Sg.Fem	ein
alte	ADJA.Pos.Nom.Sg.Fem	alt
Königin	NN.Nom.Sg.Fem	Königin
,	$,	,
der	PRELS.Dat.Sg.Fem	der
war	VAFIN.3.Sg.Past.Ind	sein
ihr	PPOSAT.Nom.Sg.Neut	ihr
Gemahl	NN.Nom.Sg.Neut	Gemahl
schon	ADV	schon
lange	ADJA.Pos.Acc.Pl.Neut	lang
Jahre	NN.Acc.Pl.Neut	Jahr
gestorben	VVPP.Psp	sterben
,	$,	,
und	KON	und
sie	PPER.3.Nom.Sg.Fem	sie
hatte	VAFIN.3.Sg.Past.Ind	haben
eine	ART.Acc.Sg.Fem	ein
schöne	ADJA.Pos.Acc.Sg.Fem	schön
Tochter	NN.Acc.Sg.Fem	Tochter
.	$.	.

